t1,t2,t3,t4,CF12_34,CF13_24,CF14_23,ngenes
Candida_glabrata,Nakaseomyces_bacillisporus,Nakaseomyces_bracarensis,Nakaseomyces_castellii,0.00764525993883792,0.9892966360856269,0.0030581039755351682,654
Candida_glabrata,Nakaseomyces_bacillisporus,Nakaseomyces_bracarensis,Nakaseomyces_delphensis,0.9709480122324159,0.009174311926605505,0.019877675840978593,654
Candida_glabrata,Nakaseomyces_bacillisporus,Nakaseomyces_bracarensis,Nakaseomyces_nivariensis,0.9755351681957186,0.00764525993883792,0.016819571865443424,654
Candida_glabrata,Nakaseomyces_bacillisporus,Nakaseomyces_bracarensis,Saccharomyces_arboricola,0.0030581039755351682,0.9954128440366973,0.0015290519877675841,654
Candida_glabrata,Nakaseomyces_bacillisporus,Nakaseomyces_bracarensis,Saccharomyces_cerevisiae,0.0030581039755351682,0.9954128440366973,0.0015290519877675841,654
Candida_glabrata,Nakaseomyces_bacillisporus,Nakaseomyces_bracarensis,Saccharomyces_eubayanus,0.0030581039755351682,0.9954128440366973,0.0015290519877675841,654
Candida_glabrata,Nakaseomyces_bacillisporus,Nakaseomyces_bracarensis,Saccharomyces_kudriavzevii,0.0030581039755351682,0.9954128440366973,0.0015290519877675841,654
Candida_glabrata,Nakaseomyces_bacillisporus,Nakaseomyces_bracarensis,Saccharomyces_mikatae,0.0030581039755351682,0.9954128440366973,0.0015290519877675841,654
Candida_glabrata,Nakaseomyces_bacillisporus,Nakaseomyces_bracarensis,Saccharomyces_paradoxus,0.0030581039755351682,0.9954128440366973,0.0015290519877675841,654
Candida_glabrata,Nakaseomyces_bacillisporus,Nakaseomyces_bracarensis,Saccharomyces_uvarum,0.0030581039755351682,0.9954128440366973,0.0015290519877675841,654
Candida_glabrata,Nakaseomyces_bacillisporus,Nakaseomyces_bracarensis,Tetrapisispora_blattae,0.0030581039755351682,0.9969418960244648,0.0,654
Candida_glabrata,Nakaseomyces_bacillisporus,Nakaseomyces_bracarensis,yHMPu5000035629_Yueomyces_sinensis,0.0030581039755351682,0.9969418960244648,0.0,654
Candida_glabrata,Nakaseomyces_bacillisporus,Nakaseomyces_castellii,Nakaseomyces_delphensis,0.00764525993883792,0.0030581039755351682,0.9892966360856269,654
Candida_glabrata,Nakaseomyces_bacillisporus,Nakaseomyces_castellii,Nakaseomyces_nivariensis,0.00764525993883792,0.0030581039755351682,0.9892966360856269,654
Candida_glabrata,Nakaseomyces_bacillisporus,Nakaseomyces_castellii,Saccharomyces_arboricola,0.07186544342507645,0.12079510703363915,0.8073394495412844,654
Candida_glabrata,Nakaseomyces_bacillisporus,Nakaseomyces_castellii,Saccharomyces_cerevisiae,0.07186544342507645,0.12079510703363915,0.8073394495412844,654
Candida_glabrata,Nakaseomyces_bacillisporus,Nakaseomyces_castellii,Saccharomyces_eubayanus,0.07186544342507645,0.12079510703363915,0.8073394495412844,654
Candida_glabrata,Nakaseomyces_bacillisporus,Nakaseomyces_castellii,Saccharomyces_kudriavzevii,0.07186544342507645,0.12079510703363915,0.8073394495412844,654
Candida_glabrata,Nakaseomyces_bacillisporus,Nakaseomyces_castellii,Saccharomyces_mikatae,0.07186544342507645,0.12079510703363915,0.8073394495412844,654
Candida_glabrata,Nakaseomyces_bacillisporus,Nakaseomyces_castellii,Saccharomyces_paradoxus,0.07186544342507645,0.12079510703363915,0.8073394495412844,654
Candida_glabrata,Nakaseomyces_bacillisporus,Nakaseomyces_castellii,Saccharomyces_uvarum,0.07186544342507645,0.12079510703363915,0.8073394495412844,654
Candida_glabrata,Nakaseomyces_bacillisporus,Nakaseomyces_castellii,Tetrapisispora_blattae,0.07033639143730887,0.13914373088685014,0.790519877675841,654
Candida_glabrata,Nakaseomyces_bacillisporus,Nakaseomyces_castellii,yHMPu5000035629_Yueomyces_sinensis,0.06880733944954129,0.13914373088685014,0.7920489296636085,654
Candida_glabrata,Nakaseomyces_bacillisporus,Nakaseomyces_delphensis,Nakaseomyces_nivariensis,0.9801223241590215,0.013761467889908258,0.0061162079510703364,654
Candida_glabrata,Nakaseomyces_bacillisporus,Nakaseomyces_delphensis,Saccharomyces_arboricola,0.0030581039755351682,0.9954128440366973,0.0015290519877675841,654
Candida_glabrata,Nakaseomyces_bacillisporus,Nakaseomyces_delphensis,Saccharomyces_cerevisiae,0.0030581039755351682,0.9954128440366973,0.0015290519877675841,654
Candida_glabrata,Nakaseomyces_bacillisporus,Nakaseomyces_delphensis,Saccharomyces_eubayanus,0.0030581039755351682,0.9954128440366973,0.0015290519877675841,654
Candida_glabrata,Nakaseomyces_bacillisporus,Nakaseomyces_delphensis,Saccharomyces_kudriavzevii,0.0030581039755351682,0.9954128440366973,0.0015290519877675841,654
Candida_glabrata,Nakaseomyces_bacillisporus,Nakaseomyces_delphensis,Saccharomyces_mikatae,0.0030581039755351682,0.9954128440366973,0.0015290519877675841,654
Candida_glabrata,Nakaseomyces_bacillisporus,Nakaseomyces_delphensis,Saccharomyces_paradoxus,0.0030581039755351682,0.9954128440366973,0.0015290519877675841,654
Candida_glabrata,Nakaseomyces_bacillisporus,Nakaseomyces_delphensis,Saccharomyces_uvarum,0.0030581039755351682,0.9954128440366973,0.0015290519877675841,654
Candida_glabrata,Nakaseomyces_bacillisporus,Nakaseomyces_delphensis,Tetrapisispora_blattae,0.0030581039755351682,0.9969418960244648,0.0,654
Candida_glabrata,Nakaseomyces_bacillisporus,Nakaseomyces_delphensis,yHMPu5000035629_Yueomyces_sinensis,0.0030581039755351682,0.9969418960244648,0.0,654
Candida_glabrata,Nakaseomyces_bacillisporus,Nakaseomyces_nivariensis,Saccharomyces_arboricola,0.0030581039755351682,0.9954128440366973,0.0015290519877675841,654
Candida_glabrata,Nakaseomyces_bacillisporus,Nakaseomyces_nivariensis,Saccharomyces_cerevisiae,0.0030581039755351682,0.9954128440366973,0.0015290519877675841,654
Candida_glabrata,Nakaseomyces_bacillisporus,Nakaseomyces_nivariensis,Saccharomyces_eubayanus,0.0030581039755351682,0.9954128440366973,0.0015290519877675841,654
Candida_glabrata,Nakaseomyces_bacillisporus,Nakaseomyces_nivariensis,Saccharomyces_kudriavzevii,0.0030581039755351682,0.9954128440366973,0.0015290519877675841,654
Candida_glabrata,Nakaseomyces_bacillisporus,Nakaseomyces_nivariensis,Saccharomyces_mikatae,0.0030581039755351682,0.9954128440366973,0.0015290519877675841,654
Candida_glabrata,Nakaseomyces_bacillisporus,Nakaseomyces_nivariensis,Saccharomyces_paradoxus,0.0030581039755351682,0.9954128440366973,0.0015290519877675841,654
Candida_glabrata,Nakaseomyces_bacillisporus,Nakaseomyces_nivariensis,Saccharomyces_uvarum,0.0030581039755351682,0.9954128440366973,0.0015290519877675841,654
Candida_glabrata,Nakaseomyces_bacillisporus,Nakaseomyces_nivariensis,Tetrapisispora_blattae,0.0030581039755351682,0.9969418960244648,0.0,654
Candida_glabrata,Nakaseomyces_bacillisporus,Nakaseomyces_nivariensis,yHMPu5000035629_Yueomyces_sinensis,0.0030581039755351682,0.9969418960244648,0.0,654
Candida_glabrata,Nakaseomyces_bacillisporus,Saccharomyces_arboricola,Saccharomyces_cerevisiae,1.0,0.0,0.0,654
Candida_glabrata,Nakaseomyces_bacillisporus,Saccharomyces_arboricola,Saccharomyces_eubayanus,0.9984709480122325,0.0015290519877675841,0.0,654
Candida_glabrata,Nakaseomyces_bacillisporus,Saccharomyces_arboricola,Saccharomyces_kudriavzevii,1.0,0.0,0.0,654
Candida_glabrata,Nakaseomyces_bacillisporus,Saccharomyces_arboricola,Saccharomyces_mikatae,1.0,0.0,0.0,654
Candida_glabrata,Nakaseomyces_bacillisporus,Saccharomyces_arboricola,Saccharomyces_paradoxus,1.0,0.0,0.0,654
Candida_glabrata,Nakaseomyces_bacillisporus,Saccharomyces_arboricola,Saccharomyces_uvarum,0.9984709480122325,0.0015290519877675841,0.0,654
Candida_glabrata,Nakaseomyces_bacillisporus,Saccharomyces_arboricola,Tetrapisispora_blattae,0.37155963302752293,0.35015290519877673,0.2782874617737003,654
Candida_glabrata,Nakaseomyces_bacillisporus,Saccharomyces_arboricola,yHMPu5000035629_Yueomyces_sinensis,0.37003058103975534,0.35015290519877673,0.2798165137614679,654
Candida_glabrata,Nakaseomyces_bacillisporus,Saccharomyces_cerevisiae,Saccharomyces_eubayanus,0.9984709480122325,0.0015290519877675841,0.0,654
Candida_glabrata,Nakaseomyces_bacillisporus,Saccharomyces_cerevisiae,Saccharomyces_kudriavzevii,1.0,0.0,0.0,654
Candida_glabrata,Nakaseomyces_bacillisporus,Saccharomyces_cerevisiae,Saccharomyces_mikatae,1.0,0.0,0.0,654
Candida_glabrata,Nakaseomyces_bacillisporus,Saccharomyces_cerevisiae,Saccharomyces_paradoxus,1.0,0.0,0.0,654
Candida_glabrata,Nakaseomyces_bacillisporus,Saccharomyces_cerevisiae,Saccharomyces_uvarum,0.9984709480122325,0.0015290519877675841,0.0,654
Candida_glabrata,Nakaseomyces_bacillisporus,Saccharomyces_cerevisiae,Tetrapisispora_blattae,0.37155963302752293,0.35015290519877673,0.2782874617737003,654
Candida_glabrata,Nakaseomyces_bacillisporus,Saccharomyces_cerevisiae,yHMPu5000035629_Yueomyces_sinensis,0.37003058103975534,0.35015290519877673,0.2798165137614679,654
Candida_glabrata,Nakaseomyces_bacillisporus,Saccharomyces_eubayanus,Saccharomyces_kudriavzevii,0.9984709480122325,0.0,0.0015290519877675841,654
Candida_glabrata,Nakaseomyces_bacillisporus,Saccharomyces_eubayanus,Saccharomyces_mikatae,0.9984709480122325,0.0,0.0015290519877675841,654
Candida_glabrata,Nakaseomyces_bacillisporus,Saccharomyces_eubayanus,Saccharomyces_paradoxus,0.9984709480122325,0.0,0.0015290519877675841,654
Candida_glabrata,Nakaseomyces_bacillisporus,Saccharomyces_eubayanus,Saccharomyces_uvarum,0.9984709480122325,0.0015290519877675841,0.0,654
Candida_glabrata,Nakaseomyces_bacillisporus,Saccharomyces_eubayanus,Tetrapisispora_blattae,0.37003058103975534,0.35015290519877673,0.2798165137614679,654
Candida_glabrata,Nakaseomyces_bacillisporus,Saccharomyces_eubayanus,yHMPu5000035629_Yueomyces_sinensis,0.37003058103975534,0.35015290519877673,0.2798165137614679,654
Candida_glabrata,Nakaseomyces_bacillisporus,Saccharomyces_kudriavzevii,Saccharomyces_mikatae,1.0,0.0,0.0,654
Candida_glabrata,Nakaseomyces_bacillisporus,Saccharomyces_kudriavzevii,Saccharomyces_paradoxus,1.0,0.0,0.0,654
Candida_glabrata,Nakaseomyces_bacillisporus,Saccharomyces_kudriavzevii,Saccharomyces_uvarum,0.9984709480122325,0.0015290519877675841,0.0,654
Candida_glabrata,Nakaseomyces_bacillisporus,Saccharomyces_kudriavzevii,Tetrapisispora_blattae,0.37155963302752293,0.35015290519877673,0.2782874617737003,654
Candida_glabrata,Nakaseomyces_bacillisporus,Saccharomyces_kudriavzevii,yHMPu5000035629_Yueomyces_sinensis,0.37003058103975534,0.35015290519877673,0.2798165137614679,654
Candida_glabrata,Nakaseomyces_bacillisporus,Saccharomyces_mikatae,Saccharomyces_paradoxus,1.0,0.0,0.0,654
Candida_glabrata,Nakaseomyces_bacillisporus,Saccharomyces_mikatae,Saccharomyces_uvarum,0.9984709480122325,0.0015290519877675841,0.0,654
